,Site,Year,Species,Phytometer,Neighbour,Treatment,Date,light,carbon
511,PTY2CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X0,-1
512,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1500,21.9
513,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1000,19.9
514,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X500,14.4
515,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X200,8.2
516,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X100,3.5
517,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X50,1.4
518,PTY3,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X0,0
519,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1500,22
520,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1000,19.5
521,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X500,13.7
522,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X200,6.5
523,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X100,2.3
524,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X50,0.2
525,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X0,-1.1
526,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X1500,28.7
527,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X1000,25.8
528,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X500,21.6
529,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X200,9
530,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X100,6.2
531,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X50,2.1
532,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X0,0.8
533,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1500,21.9
534,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1000,18.6
535,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X500,13.4
536,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X200,6.8
537,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X100,3.1
538,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X50,1
539,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X0,-0.2
540,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1500,23.1
541,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X1000,20.4
542,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X500,14.6
543,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X200,6.1
544,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X100,2
545,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X50,0
546,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,X0,-1.3
547,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X1500,26
548,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X1000,23.1
549,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X500,16.6
550,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X200,7.8
551,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X100,3.1
552,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X50,0.7
553,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,X0,-1.1
554,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1500,7.8
555,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1000,8.4
556,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X500,6.3
557,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X200,4
558,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X100,1.1
559,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X50,-0.5
560,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X0,-2.4
561,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1500,6.7
562,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1000,5.7
563,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X500,3.9
564,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X200,1.9
565,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X100,0.3
566,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X50,-1.1
567,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X0,-2.7
568,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1500,13.3
569,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1000,14.7
570,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X500,12.1
571,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X200,5.7
572,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X100,1.8
573,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X50,-0.1
574,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X0,-1.6
575,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1500,18.9
576,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1000,19
577,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X500,14.6
578,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X200,4.6
579,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X100,1.8
580,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X50,-0.7
581,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X0,-1.9
582,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1500,17.7
583,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1000,16.2
584,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X500,13.1
585,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X200,6
586,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X100,2.1
587,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X50,-0.3
588,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X0,-1.5
589,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1500,20.7
590,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1000,20.7
591,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X500,14.9
592,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X200,6.7
593,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X100,2.4
594,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X50,0.6
595,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X0,-0.4
596,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1500,21.3
597,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X1000,20.5
598,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X500,15.6
599,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X200,6.7
600,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X100,2.4
601,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X50,0
602,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,X0,-1.4
603,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1500,23.8
604,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X1000,22
605,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X500,16.4
606,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X200,6.3
607,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X100,1.5
608,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X50,-0.1
609,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,X0,-1.2
610,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X1500,22.6
611,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X1000,21.5
612,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X500,16.4
613,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X200,7
614,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X100,2.6
615,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X50,0.2
616,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X0,-1.2
617,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X1500,21.3
618,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X1000,18.4
619,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X500,13.4
620,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X200,6.5
621,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X100,2.4
622,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X50,0.1
623,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X0,-1.4
624,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X1500,22.3
625,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X1000,22.8
626,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X500,17.2
627,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X200,7.8
628,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X100,3.5
629,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X50,2.1
630,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,X0,0.8
631,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X1500,24
632,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X1000,22.2
633,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X500,17
634,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X200,7.1
635,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X100,2.7
636,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X50,0.2
637,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,X0,-1.4
