,Site,Year,Species,Phytometer,Neighbour,Treatment,Date,light,carbon,WUE
514,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,500,13.7,
515,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,200,6.5,
516,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,100,2.3,
517,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,50,0.2,
518,PTY4,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,0,-1.1,
519,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,1500,28.7,
520,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,1000,25.8,
521,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,500,21.6,
522,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,200,9,
523,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,100,6.2,
524,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,50,2.1,
525,PTY4CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,0,0.8,
526,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,1500,21.9,
527,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,1000,18.6,
528,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,500,13.4,
529,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,200,6.8,
530,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,100,3.1,
531,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,50,1,
532,PTY5,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,0,-0.2,
533,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,1500,23.1,
534,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,1000,20.4,
535,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,500,14.6,
536,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,200,6.1,
537,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,100,2,
538,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,50,0,
539,PTY6,2017,Phragmites,Phragmites_Typha,Typha,Competition,14-Jul-17,0,-1.3,
540,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,1500,26,
541,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,1000,23.1,
542,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,500,16.6,
543,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,200,7.8,
544,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,100,3.1,
545,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,50,0.7,
546,PTY6CU,2017,Phragmites,Phragmites_Typha,Typha,No competition,14-Jul-17,0,-1.1,
547,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1500,7.8,
548,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1000,8.4,
549,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,500,6.3,
550,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,200,4,
551,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,100,1.1,
552,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,50,-0.5,
553,TYP1,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,0,-2.4,
554,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1500,6.7,
555,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1000,5.7,
556,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,500,3.9,
557,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,200,1.9,
558,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,100,0.3,
559,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,50,-1.1,
560,TYP1CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,0,-2.7,
561,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1500,13.3,
562,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1000,14.7,
563,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,500,12.1,
564,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,200,5.7,
565,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,100,1.8,
566,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,50,-0.1,
567,TYP2,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,0,-1.6,
568,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1500,18.9,
569,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1000,19,
570,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,500,14.6,
571,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,200,4.6,
572,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,100,1.8,
573,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,50,-0.7,
574,TYP2CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,0,-1.9,
575,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1500,17.7,
576,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1000,16.2,
577,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,500,13.1,
578,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,200,6,
579,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,100,2.1,
580,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,50,-0.3,
581,TYP3,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,0,-1.5,
582,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1500,20.7,
583,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1000,20.7,
584,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,500,14.9,
585,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,200,6.7,
586,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,100,2.4,
587,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,50,0.6,
588,TYP3CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,0,-0.4,
589,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1500,21.3,
590,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,1000,20.5,
591,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,500,15.6,
592,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,200,6.7,
593,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,100,2.4,
594,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,50,0,
595,TYP4,2017,Typha,Typha_Phragmites,Phragmites,Competition,12-Jul-17,0,-1.4,
596,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1500,23.8,
597,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,1000,22,
598,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,500,16.4,
599,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,200,6.3,
600,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,100,1.5,
601,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,50,-0.1,
602,TYP4CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,12-Jul-17,0,-1.2,
603,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,1500,22.6,
604,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,1000,21.5,
605,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,500,16.4,
606,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,200,7,
607,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,100,2.6,
608,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,50,0.2,
609,TYP5,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,0,-1.2,
610,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,1500,21.3,
611,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,1000,18.4,
612,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,500,13.4,
613,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,200,6.5,
614,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,100,2.4,
615,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,50,0.1,
616,TYP5CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,0,-1.4,
617,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,1500,22.3,
618,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,1000,22.8,
619,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,500,17.2,
620,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,200,7.8,
621,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,100,3.5,
622,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,50,2.1,
623,TYP6,2017,Typha,Typha_Phragmites,Phragmites,Competition,14-Jul-17,0,0.8,
624,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,1500,24,
625,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,1000,22.2,
626,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,500,17,
627,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,200,7.1,
628,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,100,2.7,
629,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,50,0.2,
630,TYP6CU,2017,Typha,Typha_Phragmites,Phragmites,No competition,14-Jul-17,0,-1.4,
